id,no_kendaraan,jenis_kendaraan,gedung,hari,masuk,keluar,jam,menit,selisih
,H 3618 BU,MOTOR,balairung_b,pertama,9:20,11:56,120,36,156
,H 3315 TH,MOTOR,balairung_b,pertama,9:22,12:57,180,35,215
,H 3438 KA,MOTOR,balairung_b,pertama,9:24,11:00,60,36,96
,K 5692 DC,MOTOR,balairung_b,pertama,9:26,10:53,60,27,87
,K 2238 AAC,MOTOR,balairung_b,pertama,9:26,11:53,120,27,147
,G 4168 DJ,MOTOR,balairung_b,pertama,9:26,12:23,120,57,177
,K 2518 PS,MOTOR,balairung_b,pertama,9:27,9:29,0,2,2
,H 8857 EW,MOTOR,balairung_b,pertama,9:27,10:29,60,2,62
,H 5236 J,MOTOR,balairung_b,pertama,9:27,11:29,120,2,122
,H 6403 AA,MOTOR,balairung_b,pertama,9:27,12:29,180,2,182
,H 5823 FR,MOTOR,balairung_b,pertama,9:28,13:29,240,1,241
,G 3032 JM,MOTOR,balairung_b,pertama,9:28,11:32,120,4,124
,H 2042 UV,MOTOR,balairung_b,pertama,9:28,12:32,180,4,184
,G 2212 VZ,MOTOR,balairung_b,pertama,9:29,13:32,240,3,243
,K 5496 AFF,MOTOR,balairung_b,pertama,9:30,12:09,120,39,159
,H 4814 MA,MOTOR,balairung_b,pertama,9:32,13:09,180,37,217
,H 8826 EA,MOBIL,balairung_b,pertama,9:34,10:48,60,14,74
,H 5825 AIC,MOTOR,balairung_b,pertama,9:34,11:48,120,14,134
,H 2322 TJ,MOTOR,balairung_b,pertama,9:35,12:48,180,13,193
,H 3474 RU,MOTOR,balairung_b,pertama,9:36,10:48,60,12,72
,H 5171 YG,MOTOR,balairung_b,pertama,9:37,11:48,120,11,131
,H 6916 QS,MOTOR,balairung_b,pertama,9:43,,840,17,857
,H 4728 TF,MOTOR,balairung_b,pertama,9:44,10:13,0,29,29
,K 4975 GM,MOTOR,balairung_b,pertama,9:48,12:19,120,31,151
,K 3272 ILY,MOTOR,balairung_b,pertama,9:48,12:20,120,32,152
,K 5887 AYD,MOTOR,balairung_b,pertama,9:49,12:06,120,17,137
,H 3719 OI,MOTOR,balairung_b,pertama,9:51,10:13,0,22,22
,H 5032 FJ,MOTOR,balairung_b,pertama,9:53,10:14,0,21,21
,H 5330 BJ,MOTOR,balairung_b,pertama,9:59,10:14,0,15,15
,H 4579 KP,MOTOR,balairung_b,pertama,9:59,10:14,0,15,15
,H 2932 PU,MOTOR,balairung_b,pertama,10:00,10:15,0,15,15
,K 6498 MU,MOTOR,balairung_b,pertama,10:00,12:10,120,10,130
,H 5450 VQ,MOTOR,balairung_b,pertama,10:01,12:54,120,53,173
,K 4191 JU,MOTOR,balairung_b,pertama,10:03,10:15,0,12,12
,K 4560 MM,MOTOR,balairung_b,pertama,10:04,10:15,0,11,11
,H 4312 VJ,MOTOR,balairung_b,pertama,10:05,10:35,0,30,30
,H 3665 AGW,MOTOR,balairung_b,pertama,10:08,11:12,60,4,64
,H 6252 TA,MOTOR,balairung_b,pertama,10:10,10:17,0,7,7
,B 6574 BRY,MOTOR,balairung_b,pertama,10:10,10:20,0,10,10
,G 4204 AFG,MOTOR,balairung_b,pertama,10:12,12:09,60,57,117
,K 6062 JC,MOTOR,balairung_b,pertama,10:12,10:37,0,25,25
,H 9241 QP,MOTOR,balairung_b,pertama,10:13,10:41,0,28,28
,H 6269 LS,MOTOR,balairung_b,pertama,10:15,10:21,0,6,6
,H 3500 AJ,MOTOR,balairung_b,pertama,10:16,10:35,0,19,19
,H 6164 ATG,MOTOR,balairung_b,pertama,10:17,10:35,0,18,18
,H 3311 AR,MOTOR,balairung_b,pertama,10:17,10:35,0,18,18
,H 3057 AVG,MOTOR,balairung_b,pertama,10:18,10:35,0,17,17
,H 5550 JZ,MOTOR,balairung_b,pertama,10:19,11:10,0,51,51
,K 4280 CW,MOTOR,balairung_b,pertama,10:22,12:38,120,16,136
,E 2582 GC,MOTOR,balairung_b,pertama,10:23,10:41,0,18,18
,G 5479 NI,MOTOR,balairung_b,pertama,10:25,14:13,180,48,228
,H 3386 AOG,MOTOR,balairung_b,pertama,10:25,12:34,120,9,129
,K 4080 SM,MOTOR,balairung_b,pertama,10:25,12:49,120,24,144
,K 4222 BQ,MOTOR,balairung_b,pertama,10:25,10:55,0,30,30
,H 6227 WI,MOTOR,balairung_b,pertama,10:25,10:55,0,30,30
,K 6337 FU,MOTOR,balairung_b,pertama,10:25,10:57,0,32,32
,K 6667 CF,MOTOR,balairung_b,pertama,10:25,10:55,0,30,30
,H 5684 ARD,MOTOR,balairung_b,pertama,10:25,11:55,60,30,90
,H 5020 IH,MOTOR,balairung_b,pertama,10:33,12:55,120,22,142
,H 2787 CU,MOTOR,balairung_b,pertama,10:33,14:10,180,37,217
,AB 2794 ZZ,MOTOR,balairung_b,pertama,10:35,12:17,60,42,102
,H 3427 VA,MOTOR,balairung_b,pertama,10:37,12:58,120,21,141
,K 5371 VZ,MOTOR,balairung_b,pertama,10:37,13:58,180,21,201
,K 4075 NR,MOTOR,balairung_b,pertama,10:38,13:54,180,16,196
,H 5242 JP,MOTOR,balairung_b,pertama,10:38,14:07,180,29,209
,H 3122 PH,MOTOR,balairung_b,pertama,10:38,12:46,120,8,128
,K 4818 EJ,MOTOR,balairung_b,pertama,10:38,12:46,120,8,128
,H 6608 BIG,MOTOR,balairung_b,pertama,10:38,14:03,180,25,205
,G 2374 RW,MOTOR,balairung_b,pertama,10:39,12:43,120,4,124
,H 4506 WQ,MOTOR,balairung_b,pertama,10:40,12:55,120,15,135
,G 4567 JW,MOTOR,balairung_b,pertama,10:42,14:32,180,50,230
,H 4456 AEW,MOTOR,balairung_b,pertama,10:42,12:09,60,27,87
,H 2725 BIG,MOTOR,balairung_b,pertama,10:42,11:26,0,44,44
,G 3625 QA,MOTOR,balairung_b,pertama,10:43,11:26,0,43,43
,H 4490 QI,MOTOR,balairung_b,pertama,10:49,11:31,0,42,42
,H 6091 NC,MOTOR,balairung_b,pertama,10:49,10:55,0,6,6
,G 2537 MV,MOTOR,balairung_b,pertama,10:49,12:37,60,48,108
,K 6520 EG,MOTOR,balairung_b,pertama,10:49,12:09,60,20,80
,K 6759 EQ,MOTOR,balairung_b,pertama,10:50,11:26,0,36,36
,G 5715 TT,MOTOR,balairung_b,pertama,10:50,12:13,60,23,83
,G 4416 GAG,MOTOR,balairung_b,pertama,10:50,11:31,0,41,41
,K 3845 HZ,MOTOR,balairung_b,pertama,10:50,11:32,0,42,42
,H 6925 MQ,MOTOR,balairung_b,pertama,10:53,12:32,60,39,99
,G 2037 AQ,MOTOR,balairung_b,pertama,10:57,11:12,0,15,15
,K 2433 KQ,MOTOR,balairung_b,pertama,10:57,11:13,0,16,16
,H 3731 JN,MOTOR,balairung_b,pertama,10:57,12:44,60,47,107
,H 4661 VA,MOTOR,balairung_b,pertama,10:57,11:13,0,16,16
,K 5344 BJ,MOTOR,balairung_b,pertama,10:57,11:50,0,53,53
,H 5675 KP,MOTOR,balairung_b,pertama,10:57,11:56,0,59,59
,H 6578 GS,MOTOR,balairung_b,pertama,11:09,11:26,0,17,17
,H 5517 VN,MOTOR,balairung_b,pertama,11:23,12:26,60,3,63
,K 6755 NU,MOTOR,balairung_b,pertama,11:24,14:39,180,15,195
,K 6978 UV,MOTOR,balairung_b,pertama,11:24,12:06,0,42,42
,H 6385 TQ,MOTOR,balairung_b,pertama,11:30,12:49,60,19,79
,K 4963 GI,MOTOR,balairung_b,pertama,11:32,12:06,0,34,34
,G 2378 QD,MOTOR,balairung_b,pertama,11:32,12:06,0,34,34
,H 3642 NQ,MOTOR,balairung_b,pertama,11:35,12:09,0,34,34
,H 8554 RP,MOTOR,balairung_b,pertama,11:39,13:38,60,59,119
,H 3175 APG,MOBIL,balairung_b,pertama,11:46,13:54,120,8,128
,K 4515 UU,MOTOR,balairung_b,pertama,11:46,14:54,180,8,188
,H 2761 TJ,MOTOR,balairung_b,pertama,11:51,14:39,120,48,168
,K 4755 GH,MOTOR,balairung_b,pertama,11:57,12:15,0,18,18
,K 2018 TV,MOTOR,balairung_b,pertama,11:57,12:17,0,20,20
,K 4943 OQ,MOTOR,balairung_b,pertama,11:57,12:18,0,21,21
,H 2110 ADD,MOTOR,balairung_b,pertama,11:57,12:12,0,15,15
,G 5632 WR,MOTOR,balairung_b,pertama,11:57,12:06,0,9,9
,G 5210 NJ,MOTOR,balairung_b,pertama,11:57,12:09,0,12,12
,G 6954 JI,MOTOR,balairung_b,pertama,11:57,12:09,0,12,12
,H 4112 SA,MOTOR,balairung_b,pertama,11:57,11:57,0,0,0
,K 6268 IW,MOTOR,balairung_b,pertama,11:58,12:57,0,59,59
,K 4635WZ,MOTOR,balairung_b,pertama,12:01,12:43,0,42,42
,K 2419 VM,MOTOR,balairung_b,pertama,12:01,12:43,0,42,42
,G 5297 OI,MOTOR,balairung_b,pertama,12:01,14:21,120,20,140
,H 6329 ALD,MOTOR,balairung_b,pertama,12:03,12:43,0,40,40
,H 3273 AD,MOTOR,balairung_b,pertama,12:03,13:34,60,31,91
,K 4752 MG,MOTOR,balairung_b,pertama,12:04,14:22,120,18,138
,K 3927 YV,MOTOR,balairung_b,pertama,12:04,14:49,120,45,165
,H 4703 AA,MOTOR,balairung_b,pertama,12:04,14:14,120,10,130
,K 5058 WG,MOTOR,balairung_b,pertama,12:11,12:34,0,23,23
,K 4634 VP,MOTOR,balairung_b,pertama,12:12,12:36,0,24,24
,H 5150 AMF,MOTOR,balairung_b,pertama,12:13,12:36,0,23,23
,K 4110 YU,MOTOR,balairung_b,pertama,12:15,12:34,0,19,19
,K 2654 VS,MOTOR,balairung_b,pertama,12:15,12:36,0,21,21
,H 2951 FM,MOTOR,balairung_b,pertama,12:16,12:43,0,27,27
,H 3616 ACW,MOTOR,balairung_b,pertama,12:18,14:49,120,31,151
,H 8663 BF,MOTOR,balairung_b,pertama,12:20,14:59,120,39,159
,K 6272 AW,MOBIL,balairung_b,pertama,12:20,12:46,0,26,26
,K 6498 MU,MOTOR,balairung_b,pertama,12:24,14:33,120,9,129
,G 2543 JW,MOTOR,balairung_b,pertama,12:24,12:49,0,25,25
,G 4669 HK,MOTOR,balairung_b,pertama,12:25,12:49,0,24,24
,K 3141 MU,MOTOR,balairung_b,pertama,12:25,12:52,0,27,27
,K 4149 JT,MOTOR,balairung_b,pertama,12:25,12:52,0,27,27
,K 2891 RI,MOTOR,balairung_b,pertama,12:25,14:11,60,46,106
,H 5810 AYG,MOTOR,balairung_b,pertama,12:26,12:52,0,26,26
,H 2123 AEE,MOTOR,balairung_b,pertama,12:26,12:52,0,26,26
,H 2110 ADD,MOTOR,balairung_b,pertama,12:27,14:47,120,20,140
,G 6408 DQ,MOTOR,balairung_b,pertama,12:27,12:49,0,22,22
,K 2884 F,MOTOR,balairung_b,pertama,12:28,14:03,60,35,95
,G 2809 BZ,MOTOR,balairung_b,pertama,12:28,12:49,0,21,21
,K 3772 DM,MOTOR,balairung_b,pertama,12:28,14:09,60,41,101
,K 6182 UL,MOTOR,balairung_b,pertama,12:30,14:07,60,37,97
,H 2888 YG,MOTOR,balairung_b,pertama,12:31,12:49,0,18,18
,H 3988 DH,MOTOR,balairung_b,pertama,12:33,14:58,120,25,145
,AD 3316 FHR,MOTOR,balairung_b,pertama,12:33,12:59,0,26,26
,G 5531 IP,MOTOR,balairung_b,pertama,12:33,13:00,0,27,27
,H 5641 MA,MOTOR,balairung_b,pertama,12:33,14:45,120,12,132
,G 3280 JW,MOTOR,balairung_b,pertama,12:33,13:55,60,22,82
,G 4204 AFG,MOTOR,balairung_b,pertama,12:34,12:52,0,18,18
,G 5185 MN,MOTOR,balairung_b,pertama,12:34,13:55,60,21,81
,K 6453 OQ,MOTOR,balairung_b,pertama,12:34,14:32,60,58,118
,G 4519 KE,MOTOR,balairung_b,pertama,12:34,12:55,0,21,21
,H 5141 AKE,MOTOR,balairung_b,pertama,12:34,12:56,0,22,22
,H 2241 OK,MOTOR,balairung_b,pertama,12:34,12:58,0,24,24
,K 3405 MS,MOTOR,balairung_b,pertama,12:34,12:58,0,24,24
,K 4295 DM,MOTOR,balairung_b,pertama,12:34,12:59,0,25,25
,H 2581 BC,MOTOR,balairung_b,pertama,12:34,13:00,0,26,26
,H 4859 VV,MOTOR,balairung_b,pertama,12:34,14:01,60,27,87
,H 4777 DG,MOTOR,balairung_b,pertama,12:37,13:37,60,0,60
,H 3419 HG,MOTOR,balairung_b,pertama,12:37,13:50,60,13,73
,K 2259 YU,MOTOR,balairung_b,pertama,12:37,13:54,60,17,77
,K 5750 KI,MOTOR,balairung_b,pertama,12:37,13:54,60,17,77
,G 4899 TL,MOTOR,balairung_b,pertama,12:38,14:08,60,30,90
,H 3723 JQ,MOTOR,balairung_b,pertama,12:39,13:41,60,2,62
,K 5909 AAF,MOTOR,balairung_b,pertama,12:39,14:10,60,31,91
,K 4265 GQ,MOTOR,balairung_b,pertama,12:39,13:41,60,2,62
,K 5478 DU,MOTOR,balairung_b,pertama,12:39,14:57,120,18,138
,A 6995 FC,MOTOR,balairung_b,pertama,12:40,13:41,60,1,61
,H 3445 AMG,MOTOR,balairung_b,pertama,12:41,15:00,120,19,139
,G 5346 GC,MOTOR,balairung_b,pertama,12:41,13:41,60,0,60
,H 6091 NC,MOTOR,balairung_b,pertama,12:41,14:25,60,44,104
,H 3956 YH,MOTOR,balairung_b,pertama,12:41,13:41,60,0,60
,B 2609 SBJ,MOBIL,balairung_b,pertama,12:42,14:59,120,17,137
,K 2894 TV,MOTOR,balairung_b,pertama,12:42,14:24,60,42,102
,K 2397 GM,MOTOR,balairung_b,pertama,12:44,12:59,0,15,15
,G 2553 UM,MOTOR,balairung_b,pertama,12:46,13:00,0,14,14
,H 6247 ABE,MOTOR,balairung_b,pertama,12:47,13:05,0,18,18
,H 4375 PW,MOTOR,balairung_b,pertama,12:47,13:08,0,21,21
,G 5715 TT,MOTOR,balairung_b,pertama,12:47,14:47,120,0,120
,H 6223 QS,MOTOR,balairung_b,pertama,12:48,13:56,60,8,68
,H 4351 MJ,MOTOR,balairung_b,pertama,12:48,13:56,60,8,68
,H 6122 MJ,MOTOR,balairung_b,pertama,12:48,14:01,60,13,73
,K 6673 LH,MOTOR,balairung_b,pertama,12:48,14:02,60,14,74
,K 3281 YY,MOTOR,balairung_b,pertama,12:49,14:56,120,7,127
,G 2783 ZL,MOTOR,balairung_b,pertama,12:50,13:56,60,6,66
,H 5929 PJ,MOTOR,balairung_b,pertama,12:50,14:01,60,11,71
,G 3021 DL,MOTOR,balairung_b,pertama,12:51,12:54,0,3,3
,K 6477 RD,MOTOR,balairung_b,pertama,12:52,13:41,0,49,49
,H 4906 ZQ,MOTOR,balairung_b,pertama,12:52,13:45,0,53,53
,G 6991 VW,MOTOR,balairung_b,pertama,12:53,13:45,0,52,52
,G 3636 CV,MOTOR,balairung_b,pertama,12:53,13:49,0,56,56
,K 5244 BJ,MOTOR,balairung_b,pertama,12:56,13:50,0,54,54
,H 2966 WG,MOTOR,balairung_b,pertama,12:56,14:26,60,30,90
,H 3433 KJ,MOTOR,balairung_b,pertama,12:56,13:10,0,14,14
,K 6817 BG,MOTOR,balairung_b,pertama,12:56,13:05,0,9,9
,AA 3853 KM,MOTOR,balairung_b,pertama,12:56,13:21,0,25,25
,G 6535 DN,MOTOR,balairung_b,pertama,12:56,13:05,0,9,9
,K 4231 GS,MOTOR,balairung_b,pertama,12:56,14:40,60,44,104
,H 4944 EA,MOTOR,balairung_b,pertama,12:56,13:00,0,4,4
,H 6131 AND,MOTOR,balairung_b,pertama,12:56,13:46,0,50,50
,K 3539 ABC,MOTOR,balairung_b,pertama,12:57,14:01,60,4,64
,H 4505 ZD,MOTOR,balairung_b,pertama,12:57,14:34,60,37,97
,H 6416 ZQ,MOTOR,balairung_b,pertama,12:57,13:31,0,34,34
,H 6254 TC,MOTOR,balairung_b,pertama,12:58,13:34,0,36,36
,H 5290 BF,MOTOR,balairung_b,pertama,12:58,13:26,0,28,28
,H 3518 V,MOTOR,balairung_b,pertama,12:58,13:25,0,27,27
,H 5977 WF,MOTOR,balairung_b,pertama,12:59,13:24,0,25,25
,H 5707 HU,MOTOR,balairung_b,pertama,13:03,13:12,0,9,9
,H 3367 PP,MOTOR,balairung_b,pertama,13:04,13:54,0,50,50
,H 4415 OB,MOTOR,balairung_b,pertama,13:04,15:00,60,56,116
,H 3731 JN,MOTOR,balairung_b,pertama,13:08,14:39,60,31,91
,H 2271 WZ,MOTOR,balairung_b,pertama,13:11,14:14,60,3,63
,H 6368 CZ,MOTOR,balairung_b,pertama,13:11,14:21,60,10,70
,H 3251 AP,MOTOR,balairung_b,pertama,13:13,14:59,60,46,106
,H 6229 IZ,MOTOR,balairung_b,pertama,13:18,14:47,60,29,89
,K 5867 YV,MOTOR,balairung_b,pertama,13:21,14:48,60,27,87
,B 5183 BLG,MOTOR,balairung_b,pertama,13:21,14:49,60,28,88
,K 5496 AEF,MOTOR,balairung_b,pertama,13:22,14:32,60,10,70
,K 4280 CW,MOTOR,balairung_b,pertama,13:23,14:48,60,25,85
,H 9175 BP,MOBIL,balairung_b,pertama,13:25,15:00,60,35,95
,K 6520 EG,MOTOR,balairung_b,pertama,13:27,14:44,60,17,77
,H 9238 FR,MOTOR,balairung_b,pertama,13:29,14:23,0,54,54
,K 2807 FI,MOTOR,balairung_b,pertama,13:30,14:47,60,17,77
,K 2717 YJ,MOTOR,balairung_b,pertama,13:35,15:47,120,12,132
,H 3012 ABW,MOTOR,balairung_b,pertama,13:36,14:36,60,0,60
,H 2607 AUD,MOTOR,balairung_b,pertama,13:36,15:36,120,0,120
,H 4896 AWE,MOTOR,balairung_b,pertama,13:36,13:41,0,5,5
,H 5558 AB,MOTOR,balairung_b,pertama,13:36,14:41,60,5,65
,H 5140 BNG,MOTOR,balairung_b,pertama,13:36,15:41,120,5,125
,K 6697 MJ,MOTOR,balairung_b,pertama,13:39,14:41,60,2,62
,K 3203 TZ,MOTOR,balairung_b,pertama,13:39,15:41,120,2,122
,K 4335 YA,MOTOR,balairung_b,pertama,13:39,14:02,0,23,23
,H 2556 QR,MOTOR,balairung_b,pertama,13:40,15:02,60,22,82
,H 6056 AHG,MOTOR,balairung_b,pertama,13:40,16:02,120,22,142
,H 4777 DG,MOTOR,balairung_b,pertama,13:40,14:50,60,10,70
,H 5147 VA,MOTOR,balairung_b,pertama,13:42,15:50,120,8,128
,K 6950 TG,MOTOR,balairung_b,pertama,13:48,14:39,0,51,51
,H 3510,MOTOR,balairung_b,pertama,13:49,15:39,60,50,110
,H 6617 YJ,MOTOR,balairung_b,pertama,13:49,15:00,60,11,71
,H 4612 YO,MOTOR,balairung_b,pertama,13:50,16:00,120,10,130
,H 2539 ,MOTOR,balairung_b,pertama,13:51,17:00,180,9,189
,H 4202 TZ,MOTOR,balairung_b,pertama,13:53,18:00,240,7,247
,G 3021 DL,MOTOR,balairung_b,pertama,14:09,14:49,0,40,40
,H 2110 ADD,MOTOR,balairung_b,pertama,14:14,15:49,60,35,95
,K 4280 CW,MOTOR,balairung_b,pertama,14:15,15:00,0,45,45
,K 5887 AYD,MOTOR,balairung_b,pertama,14:15,16:00,60,45,105
,K 4818 EJ,MOTOR,balairung_b,pertama,14:17,17:00,120,43,163
,K 6498 MU,MOTOR,balairung_b,pertama,14:20,14:44,0,24,24
,K 6667 CF,MOTOR,balairung_b,pertama,14:22,14:40,0,18,18
,H 6578 GS,MOTOR,balairung_b,pertama,14:25,15:40,60,15,75
,H 4661 VA,MOTOR,balairung_b,pertama,14:26,16:40,120,14,134
,H 4728 TF,MOTOR,balairung_b,pertama,14:30,15:00,0,30,30
,H 5150 AMF,MOTOR,balairung_b,pertama,14:35,14:59,0,24,24
,H 3438 KA,MOTOR,balairung_b,pertama,14:37,15:00,0,23,23
,H 4112 SA,MOTOR,balairung_b,pertama,14:40,15:00,0,20,20
,H 3027 ABD,MOTOR,balairung_b,pertama,14:57,15:00,0,3,3
