id,no_kendaraan,jenis_kendaraan,gedung,hari,masuk,keluar,jam,menit,selisih
,H 4506 WQ,MOTOR,gedung_pusat,pertama,8:51,9:12,0,21,21
,G 4991 T,MOTOR,gedung_pusat,pertama,8:52,10:12,60,20,80
,K 3942 RZ,MOTOR,gedung_pusat,pertama,8:52,9:31,0,39,39
,K 4973 AGF,MOTOR,gedung_pusat,pertama,8:52,10:31,60,39,99
,K 2246 JU,MOTOR,gedung_pusat,pertama,8:53,9:13,0,20,20
,G 5823 AB,MOTOR,gedung_pusat,pertama,8:53,10:13,60,20,80
,H 6001 ZW,MOTOR,gedung_pusat,pertama,8:53,10:36,60,43,103
,H 5896 MP,MOTOR,gedung_pusat,pertama,8:54,11:11,120,17,137
,H 4324 NQ,MOTOR,gedung_pusat,pertama,8:54,12:11,180,17,197
,H 3428 QZ,MOTOR,gedung_pusat,pertama,8:54,13:11,240,17,257
,K 6653 ALF,MOTOR,gedung_pusat,pertama,8:54,11:06,120,12,132
,H 2862 BJG,MOTOR,gedung_pusat,pertama,8:54,10:12,60,18,78
,H 2921 KW,MOTOR,gedung_pusat,pertama,8:55,11:09,120,14,134
,K 6335 YS,MOTOR,gedung_pusat,pertama,8:55,9:19,0,24,24
,K 2857 AU,MOTOR,gedung_pusat,pertama,8:56,11:26,120,30,150
,K 4166 ACB,MOTOR,gedung_pusat,pertama,8:57,11:42,120,45,165
,H 8590 GR,MOBIL,gedung_pusat,pertama,8:57,10:05,60,8,68
,H 9450 QW,MOTOR,gedung_pusat,pertama,8:57,11:05,120,8,128
,H 8870 MS,MOTOR,gedung_pusat,pertama,9:10,12:05,120,55,175
,K 4702 LR,MOTOR,gedung_pusat,pertama,9:15,13:05,180,50,230
,R 4215 YE,MOTOR,gedung_pusat,pertama,9:16,14:05,240,49,289
,H 8874 SG,MOTOR,gedung_pusat,pertama,9:17,15:05,300,48,348
,H 9371 KS,MOTOR,gedung_pusat,pertama,9:17,9:20,0,3,3
,H 5268 TM,MOTOR,gedung_pusat,pertama,9:18,9:44,0,26,26
,H 5422 BV,MOTOR,gedung_pusat,pertama,9:19,11:21,120,2,122
,K 3687 JQ,MOTOR,gedung_pusat,pertama,9:19,12:21,180,2,182
,H 3461 PM,MOTOR,gedung_pusat,pertama,9:19,13:27,240,8,248
,K 2381 BM,MOTOR,gedung_pusat,pertama,9:19,14:27,300,8,308
,G 4295 SL,MOTOR,gedung_pusat,pertama,9:19,9:36,0,17,17
,G 3734 GM,MOTOR,gedung_pusat,pertama,9:20,12:19,120,59,179
,H 2343 RH,MOTOR,gedung_pusat,pertama,9:20,13:19,180,59,239
,H 5706 AME,MOTOR,gedung_pusat,pertama,9:20,14:19,240,59,299
,K 5616 PQ,MOTOR,gedung_pusat,pertama,9:20,9:39,0,19,19
,H 3642 NQ,MOTOR,gedung_pusat,pertama,9:21,10:39,60,18,78
,T 3908 LY,MOTOR,gedung_pusat,pertama,9:21,11:39,120,18,138
,H 2356 E,MOTOR,gedung_pusat,pertama,9:22,12:39,180,17,197
,H 3608 ,MOTOR,gedung_pusat,pertama,9:22,13:39,240,17,257
,G 3032 JW,MOTOR,gedung_pusat,pertama,9:23,14:39,300,16,316
,H 3287 ZJ,MOTOR,gedung_pusat,pertama,9:23,9:56,0,33,33
,H 4927 UJ,MOTOR,gedung_pusat,pertama,9:23,9:56,0,33,33
,H 3768 SQ,MOTOR,gedung_pusat,pertama,9:23,9:56,0,33,33
,K 6355 E,MOTOR,gedung_pusat,pertama,9:24,9:57,0,33,33
,AD 4314 AMD,MOTOR,gedung_pusat,pertama,9:24,9:57,0,33,33
,H 4733 ACE,MOTOR,gedung_pusat,pertama,9:25,9:57,0,32,32
,H 4212 KH,MOTOR,gedung_pusat,pertama,9:25,9:58,0,33,33
,K 6104 ADC,MOTOR,gedung_pusat,pertama,9:25,9:58,0,33,33
,H 2009 EH,MOTOR,gedung_pusat,pertama,9:25,9:58,0,33,33
,H 5921 AGE,MOTOR,gedung_pusat,pertama,9:27,9:58,0,31,31
,K 2741 ACD,MOTOR,gedung_pusat,pertama,9:27,9:58,0,31,31
,G 3247 SM,MOTOR,gedung_pusat,pertama,9:27,9:58,0,31,31
,H 2386 BFG,MOTOR,gedung_pusat,pertama,9:28,9:58,0,30,30
,K 3120 DU,MOTOR,gedung_pusat,pertama,9:28,9:58,0,30,30
,H 2186 AFM,MOTOR,gedung_pusat,pertama,9:28,9:58,0,30,30
,K 6886 FU,MOTOR,gedung_pusat,pertama,9:28,9:58,0,30,30
,G 5970 EI,MOTOR,gedung_pusat,pertama,9:32,9:58,0,26,26
,H 2075 FP,MOTOR,gedung_pusat,pertama,9:32,9:58,0,26,26
,H 2515 YQ,MOTOR,gedung_pusat,pertama,9:32,9:58,0,26,26
,H 2900 AKD,MOTOR,gedung_pusat,pertama,9:32,10:00,0,28,28
,R 6569 ,MOTOR,gedung_pusat,pertama,9:33,10:00,0,27,27
,G 2033 AQ,MOTOR,gedung_pusat,pertama,9:33,10:00,0,27,27
,H 5779 NP,MOTOR,gedung_pusat,pertama,9:34,10:00,0,26,26
,H 5260 P ,MOTOR,gedung_pusat,pertama,9:34,10:05,0,31,31
,G 6972 PM,MOTOR,gedung_pusat,pertama,9:34,10:05,0,31,31
,H 2454 GN,MOTOR,gedung_pusat,pertama,9:44,10:05,0,21,21
,H 6921 UU,MOTOR,gedung_pusat,pertama,9:44,10:05,0,21,21
,G 4415 AI,MOTOR,gedung_pusat,pertama,9:45,10:05,0,20,20
,G 6011 ATD,MOTOR,gedung_pusat,pertama,9:45,10:06,0,21,21
,K 2566 VM,MOTOR,gedung_pusat,pertama,9:45,10:06,0,21,21
,K 3245 RF,MOTOR,gedung_pusat,pertama,9:45,10:08,0,23,23
,H 4667 KA,MOTOR,gedung_pusat,pertama,9:45,10:08,0,23,23
,H 5441 RN,MOTOR,gedung_pusat,pertama,9:45,10:08,0,23,23
,H 9347 JQ,MOBIL,gedung_pusat,pertama,9:45,10:10,0,25,25
,H 3554 AKE,MOTOR,gedung_pusat,pertama,9:45,10:10,0,25,25
,G 5223 KU,MOTOR,gedung_pusat,pertama,9:46,10:10,0,24,24
,H 5186 SZ,MOTOR,gedung_pusat,pertama,9:46,10:10,0,24,24
,H 3728 AMD,MOTOR,gedung_pusat,pertama,9:47,10:10,0,23,23
,G 2597 Z,MOTOR,gedung_pusat,pertama,9:47,10:10,0,23,23
,G 4122 WC,MOTOR,gedung_pusat,pertama,9:47,10:11,0,24,24
,H 3964 WJ,MOTOR,gedung_pusat,pertama,9:47,10:11,0,24,24
,G 2027 BI,MOTOR,gedung_pusat,pertama,9:47,10:11,0,24,24
,K 5927 GJ,MOTOR,gedung_pusat,pertama,9:48,10:11,0,23,23
,H 3037 FH,MOTOR,gedung_pusat,pertama,9:48,10:11,0,23,23
,K 5022 HE,MOTOR,gedung_pusat,pertama,9:48,10:11,0,23,23
,H 4623 MS,MOTOR,gedung_pusat,pertama,9:49,10:11,0,22,22
,H 4610 PR,MOTOR,gedung_pusat,pertama,9:49,10:11,0,22,22
,K 5836 RH,MOTOR,gedung_pusat,pertama,9:49,10:11,0,22,22
,5783 BF,MOTOR,gedung_pusat,pertama,9:49,10:11,0,22,22
,H 6829 WJ,MOTOR,gedung_pusat,pertama,9:49,10:11,0,22,22
,H 3508 AYE,MOTOR,gedung_pusat,pertama,9:49,10:11,0,22,22
,H 3410 AEG,MOTOR,gedung_pusat,pertama,9:50,10:11,0,21,21
,H 5447 RZ,MOTOR,gedung_pusat,pertama,9:50,10:12,0,22,22
,K 6395 WS,MOTOR,gedung_pusat,pertama,9:50,10:12,0,22,22
,H 4218 R,MOTOR,gedung_pusat,pertama,9:51,10:12,0,21,21
,G 2441 EG,MOTOR,gedung_pusat,pertama,9:51,10:12,0,21,21
,K 6834 RN,MOTOR,gedung_pusat,pertama,9:51,10:12,0,21,21
,H 2547 ACD,MOTOR,gedung_pusat,pertama,9:51,10:12,0,21,21
,H 5852 TS,MOTOR,gedung_pusat,pertama,9:52,10:14,0,22,22
,KH 2294 WK,MOTOR,gedung_pusat,pertama,9:54,10:14,0,20,20
,H 5137 UI,MOTOR,gedung_pusat,pertama,9:54,10:14,0,20,20
,B 4704 BW,MOTOR,gedung_pusat,pertama,9:54,10:14,0,20,20
,K 2994 CH,MOTOR,gedung_pusat,pertama,9:54,10:14,0,20,20
,G 3632 DT,MOTOR,gedung_pusat,pertama,9:54,10:16,0,22,22
,H 4345 WA,MOTOR,gedung_pusat,pertama,9:54,10:16,0,22,22
,H 3858 SN,MOTOR,gedung_pusat,pertama,9:54,10:17,0,23,23
,B 1084 EOL,MOBIL,gedung_pusat,pertama,9:55,10:17,0,22,22
,K 4553 KU,MOTOR,gedung_pusat,pertama,9:55,10:19,0,24,24
,H 5541 YU,MOTOR,gedung_pusat,pertama,9:55,10:19,0,24,24
,R 4848 CL,MOTOR,gedung_pusat,pertama,9:55,10:20,0,25,25
,K 2365 TS,MOTOR,gedung_pusat,pertama,9:55,10:21,0,26,26
,K 3662 HZ,MOTOR,gedung_pusat,pertama,9:56,10:22,0,26,26
,R 4972 SN,MOTOR,gedung_pusat,pertama,9:56,10:22,0,26,26
,H 5272 YQ,MOTOR,gedung_pusat,pertama,9:56,10:22,0,26,26
,G 4713 PC,MOTOR,gedung_pusat,pertama,9:56,10:22,0,26,26
,K 2423 OL,MOTOR,gedung_pusat,pertama,9:56,10:22,0,26,26
,H 4349 AED,MOTOR,gedung_pusat,pertama,9:57,10:24,0,27,27
,H 3080 US,MOTOR,gedung_pusat,pertama,9:57,10:24,0,27,27
,AA 6867 SA,MOTOR,gedung_pusat,pertama,9:57,10:25,0,28,28
,K 3416 NG,MOTOR,gedung_pusat,pertama,9:57,10:25,0,28,28
,K 2917 DW,MOTOR,gedung_pusat,pertama,9:57,10:25,0,28,28
,K 6334 MR,MOTOR,gedung_pusat,pertama,9:57,10:25,0,28,28
,K 2891 AEC,MOTOR,gedung_pusat,pertama,9:58,10:26,0,28,28
,H 5824 SQ,MOTOR,gedung_pusat,pertama,9:58,10:26,0,28,28
,H 2666 MU,MOTOR,gedung_pusat,pertama,9:58,10:26,0,28,28
,H 2367 ,MOTOR,gedung_pusat,pertama,9:58,10:27,0,29,29
,H 4083 HF,MOTOR,gedung_pusat,pertama,9:59,10:19,0,20,20
,G 5157 RU,MOTOR,gedung_pusat,pertama,9:59,10:19,0,20,20
,K 6691 VN,MOTOR,gedung_pusat,pertama,9:59,10:20,0,21,21
,H 8150 AE,MOBIL,gedung_pusat,pertama,10:00,10:21,0,21,21
,H 6919 SR,MOTOR,gedung_pusat,pertama,10:00,10:22,0,22,22
,K 6067 CM,MOTOR,gedung_pusat,pertama,10:01,10:22,0,21,21
,K 2214 MP,MOTOR,gedung_pusat,pertama,10:01,10:22,0,21,21
,H 4682 BA,MOTOR,gedung_pusat,pertama,10:01,10:22,0,21,21
,K 2411 RU,MOTOR,gedung_pusat,pertama,10:02,10:22,0,20,20
,G 2112 U,MOTOR,gedung_pusat,pertama,10:02,10:24,0,22,22
,H 4093 ACG,MOTOR,gedung_pusat,pertama,10:02,10:24,0,22,22
,K 6772 EU,MOTOR,gedung_pusat,pertama,10:02,10:25,0,23,23
,K 4515 TU,MOTOR,gedung_pusat,pertama,10:02,10:25,0,23,23
,B 3159 BQ,MOTOR,gedung_pusat,pertama,10:02,10:25,0,23,23
,D 4427 PQ,MOTOR,gedung_pusat,pertama,10:02,10:25,0,23,23
,H 4473 JI,MOTOR,gedung_pusat,pertama,10:03,10:26,0,23,23
,K 3807 JM,MOTOR,gedung_pusat,pertama,10:05,10:26,0,21,21
,K 3067 RG,MOTOR,gedung_pusat,pertama,10:06,10:26,0,20,20
,G 6762 ZL,MOTOR,gedung_pusat,pertama,10:06,10:27,0,21,21
,K 5746 EU,MOTOR,gedung_pusat,pertama,10:06,10:27,0,21,21
,K 5958 YS,MOTOR,gedung_pusat,pertama,10:07,10:29,0,22,22
,H 5199 AGE,MOTOR,gedung_pusat,pertama,10:07,10:29,0,22,22
,K 6135 AG,MOTOR,gedung_pusat,pertama,10:07,10:29,0,22,22
,K 3352 AF,MOTOR,gedung_pusat,pertama,10:07,10:30,0,23,23
,K 2453 YY,MOTOR,gedung_pusat,pertama,10:07,10:30,0,23,23
,G 6325 CK,MOTOR,gedung_pusat,pertama,10:07,10:31,0,24,24
,H 5843 TQ,MOTOR,gedung_pusat,pertama,10:08,10:32,0,24,24
,H 3430 MA,MOTOR,gedung_pusat,pertama,10:08,10:32,0,24,24
,K 3465 CW,MOTOR,gedung_pusat,pertama,10:09,10:33,0,24,24
,H 4473 NA,MOTOR,gedung_pusat,pertama,10:10,10:35,0,25,25
,G 3629 ,MOTOR,gedung_pusat,pertama,10:10,10:35,0,25,25
,G 6299 BJ,MOTOR,gedung_pusat,pertama,10:10,10:36,0,26,26
,H 5226 EA,MOTOR,gedung_pusat,pertama,10:10,10:36,0,26,26
,G 6075 TF,MOTOR,gedung_pusat,pertama,10:10,10:36,0,26,26
,H 2291 US,MOTOR,gedung_pusat,pertama,10:12,10:36,0,24,24
,G 2329 YM,MOTOR,gedung_pusat,pertama,10:12,10:36,0,24,24
,K 6476 JG,MOTOR,gedung_pusat,pertama,10:12,10:40,0,28,28
,K 6900 EG,MOTOR,gedung_pusat,pertama,10:13,10:40,0,27,27
,K 3412 JS,MOTOR,gedung_pusat,pertama,10:13,10:40,0,27,27
,K 5248 ,MOTOR,gedung_pusat,pertama,10:13,10:40,0,27,27
,K 2504 TM,MOTOR,gedung_pusat,pertama,10:13,10:40,0,27,27
,H 5534 ES,MOTOR,gedung_pusat,pertama,10:13,10:40,0,27,27
,H 3146 NE,MOTOR,gedung_pusat,pertama,10:14,10:41,0,27,27
,K 2170 JG,MOTOR,gedung_pusat,pertama,10:16,10:41,0,25,25
,G 3436 QI,MOTOR,gedung_pusat,pertama,10:16,10:41,0,25,25
,K 2148 JD,MOTOR,gedung_pusat,pertama,10:16,10:41,0,25,25
,H 2708 AXG,MOTOR,gedung_pusat,pertama,10:16,10:42,0,26,26
,H 4451 QN,MOTOR,gedung_pusat,pertama,10:17,10:42,0,25,25
,H 5126 ,MOTOR,gedung_pusat,pertama,10:17,10:44,0,27,27
,R 2246 GN,MOTOR,gedung_pusat,pertama,10:17,10:45,0,28,28
,H 6570 AS,MOTOR,gedung_pusat,pertama,10:18,10:45,0,27,27
,H 8849 MQ,MOBIL,gedung_pusat,pertama,10:19,10:45,0,26,26
,H 3791 FS,MOTOR,gedung_pusat,pertama,10:19,10:45,0,26,26
,H 2804 PY,MOTOR,gedung_pusat,pertama,10:20,10:46,0,26,26
,H 6398 AAD,MOTOR,gedung_pusat,pertama,10:20,10:46,0,26,26
,K 4378 WG,MOTOR,gedung_pusat,pertama,10:20,10:47,0,27,27
,H 5584 VC,MOTOR,gedung_pusat,pertama,10:21,11:11,0,50,50
,H 3399 WG,MOTOR,gedung_pusat,pertama,10:21,11:11,0,50,50
,H 9347 JQ,MOBIL,gedung_pusat,pertama,10:21,11:11,0,50,50
,H 4599 ALG,MOTOR,gedung_pusat,pertama,10:21,11:11,0,50,50
,H 4523 AGC,MOTOR,gedung_pusat,pertama,10:21,11:14,0,53,53
,K 4480 WS,MOTOR,gedung_pusat,pertama,10:21,11:14,0,53,53
,H 8849 MQ,MOBIL,gedung_pusat,pertama,10:23,11:14,0,51,51
,H 3066 AVG,MOTOR,gedung_pusat,pertama,10:24,11:14,0,50,50
,G 2821 PK,MOTOR,gedung_pusat,pertama,10:25,11:14,0,49,49
,H 5583 SZ,MOTOR,gedung_pusat,pertama,10:25,11:16,0,51,51
,K 5933 LE,MOTOR,gedung_pusat,pertama,10:26,11:16,0,50,50
,H 7575 BF,MOBIL,gedung_pusat,pertama,10:26,11:16,0,50,50
,K 2033 WR,MOTOR,gedung_pusat,pertama,10:28,11:16,0,48,48
,G 2823 WT,MOTOR,gedung_pusat,pertama,10:28,11:18,0,50,50
,AD 5693 FZ,MOTOR,gedung_pusat,pertama,10:29,11:18,0,49,49
,H 3886 ATG,MOTOR,gedung_pusat,pertama,10:29,11:18,0,49,49
,H 6025 VC,MOTOR,gedung_pusat,pertama,10:30,11:18,0,48,48
,B 3467 TIG,MOTOR,gedung_pusat,pertama,10:30,11:18,0,48,48
,H 4732 ANE,MOTOR,gedung_pusat,pertama,10:31,11:19,0,48,48
,K 2689 OV,MOTOR,gedung_pusat,pertama,10:31,11:19,0,48,48
,K 5035 FY,MOTOR,gedung_pusat,pertama,10:31,11:19,0,48,48
,H 5674 RJ,MOTOR,gedung_pusat,pertama,10:31,11:19,0,48,48
,G 5979 WQ,MOTOR,gedung_pusat,pertama,10:32,11:19,0,47,47
,H 2043 OF,MOTOR,gedung_pusat,pertama,10:32,11:19,0,47,47
,G 2541 YL,MOTOR,gedung_pusat,pertama,10:32,11:19,0,47,47
,H 3615 QP,MOTOR,gedung_pusat,pertama,10:34,11:19,0,45,45
,K 2183 FQ,MOTOR,gedung_pusat,pertama,10:34,11:19,0,45,45
,K 2431 AAC,MOTOR,gedung_pusat,pertama,10:34,11:20,0,46,46
,H 2740 YL,MOTOR,gedung_pusat,pertama,10:34,11:20,0,46,46
,K 6363 DA,MOTOR,gedung_pusat,pertama,10:34,11:21,0,47,47
,H 4166 TH,MOTOR,gedung_pusat,pertama,10:34,11:21,0,47,47
,H 3982 UN,MOTOR,gedung_pusat,pertama,10:34,11:21,0,47,47
,H 2302 SR,MOTOR,gedung_pusat,pertama,10:35,11:21,0,46,46
,K 2469 WN,MOTOR,gedung_pusat,pertama,10:35,11:23,0,48,48
,H 6422 AKG,MOTOR,gedung_pusat,pertama,10:36,11:23,0,47,47
,H 4788 YC,MOTOR,gedung_pusat,pertama,10:36,11:23,0,47,47
,H 3874 VH,MOTOR,gedung_pusat,pertama,10:36,11:23,0,47,47
,G 6821 U,MOTOR,gedung_pusat,pertama,10:39,11:23,0,44,44
,H 6706 AF,MOTOR,gedung_pusat,pertama,10:39,11:24,0,45,45
,H 5690 EU,MOTOR,gedung_pusat,pertama,10:40,11:25,0,45,45
,K 2269 MG,MOTOR,gedung_pusat,pertama,10:41,11:25,0,44,44
,K 6774 DY,MOTOR,gedung_pusat,pertama,10:41,11:26,0,45,45
,K 3559 JA,MOTOR,gedung_pusat,pertama,10:43,11:26,0,43,43
,H 6483 ACD,MOTOR,gedung_pusat,pertama,10:44,11:26,0,42,42
,H 4020 MN,MOTOR,gedung_pusat,pertama,10:44,11:26,0,42,42
,H 3035 BDG,MOTOR,gedung_pusat,pertama,10:44,11:26,0,42,42
,H 7591 JA,MOBIL,gedung_pusat,pertama,10:45,11:26,0,41,41
,H 5440 AMD,MOTOR,gedung_pusat,pertama,10:45,11:26,0,41,41
,H 7118 VY,MOBIL,gedung_pusat,pertama,10:46,11:27,0,41,41
,K 4427 ZY,MOTOR,gedung_pusat,pertama,10:46,11:27,0,41,41
,K 3724 AG,MOTOR,gedung_pusat,pertama,10:47,11:28,0,41,41
,H 5343 BS,MOTOR,gedung_pusat,pertama,10:47,11:30,0,43,43
,G 3311 YU,MOTOR,gedung_pusat,pertama,10:47,11:32,0,45,45
,K 2740 UZ,MOTOR,gedung_pusat,pertama,10:48,11:32,0,44,44
,H 2390 BNG,MOTOR,gedung_pusat,pertama,10:48,11:32,0,44,44
,H 6495 QU,MOTOR,gedung_pusat,pertama,10:50,11:32,0,42,42
,K 5674 YZ,MOTOR,gedung_pusat,pertama,10:51,11:36,0,45,45
,H 3302 PU,MOTOR,gedung_pusat,pertama,10:51,11:36,0,45,45
,H 2111 ATC,MOTOR,gedung_pusat,pertama,10:52,11:36,0,44,44
,K 4635 WZ,MOTOR,gedung_pusat,pertama,10:53,11:36,0,43,43
,K 3248 ABF,MOTOR,gedung_pusat,pertama,10:54,11:36,0,42,42
,K 3422 BF,MOTOR,gedung_pusat,pertama,10:54,11:36,0,42,42
,H 2384 AEE,MOTOR,gedung_pusat,pertama,10:54,11:36,0,42,42
,H 4798 PI,MOTOR,gedung_pusat,pertama,10:54,11:36,0,42,42
,AA 2071 BN,MOTOR,gedung_pusat,pertama,10:54,11:36,0,42,42
,H 5664 KN,MOTOR,gedung_pusat,pertama,10:54,11:36,0,42,42
,H 4807 ATD,MOTOR,gedung_pusat,pertama,10:55,11:37,0,42,42
,H 6790 AID,MOTOR,gedung_pusat,pertama,10:55,11:37,0,42,42
,K 3270 JD,MOTOR,gedung_pusat,pertama,10:55,11:37,0,42,42
,K 2123 VS,MOTOR,gedung_pusat,pertama,10:56,11:38,0,42,42
,H 3581 U,MOTOR,gedung_pusat,pertama,10:56,11:39,0,43,43
,K 3066 NV,MOTOR,gedung_pusat,pertama,10:56,11:40,0,44,44
,K 3271 TS,MOTOR,gedung_pusat,pertama,10:57,11:40,0,43,43
,H 5440 QR,MOTOR,gedung_pusat,pertama,10:58,11:42,0,44,44
,G 5071 YD,MOTOR,gedung_pusat,pertama,10:58,11:42,0,44,44
,K 4435 JQ,MOTOR,gedung_pusat,pertama,10:58,11:42,0,44,44
,H 3022 GU,MOTOR,gedung_pusat,pertama,10:59,11:43,0,44,44
,BK 6300 AEP,MOTOR,gedung_pusat,pertama,10:59,11:44,0,45,45
,K 2479 ZN,MOTOR,gedung_pusat,pertama,10:59,11:46,0,47,47
,K 6685 C,MOTOR,gedung_pusat,pertama,11:00,11:46,0,46,46
,G 6525 AJF,MOTOR,gedung_pusat,pertama,11:01,11:47,0,46,46
,G 2864 ZN,MOTOR,gedung_pusat,pertama,11:01,11:47,0,46,46
,H 7590 JA,MOBIL,gedung_pusat,pertama,11:03,11:47,0,44,44
,K 4586 DJ,MOTOR,gedung_pusat,pertama,11:03,11:47,0,44,44
,H 6037 SQ,MOTOR,gedung_pusat,pertama,11:05,11:47,0,42,42
,K 6673 UU,MOTOR,gedung_pusat,pertama,11:05,11:47,0,42,42
,K 4020 VJ,MOTOR,gedung_pusat,pertama,11:05,11:48,0,43,43
,K 2428 QQ,MOTOR,gedung_pusat,pertama,11:05,12:10,60,5,65
,H 2601 UV,MOTOR,gedung_pusat,pertama,11:05,12:10,60,5,65
,H 4477 OU,MOTOR,gedung_pusat,pertama,11:05,12:10,60,5,65
,G 6599 UE,MOTOR,gedung_pusat,pertama,11:05,12:10,60,5,65
,K 2987 JZ,MOTOR,gedung_pusat,pertama,11:06,12:10,60,4,64
,K 5668 SI,MOTOR,gedung_pusat,pertama,11:07,12:10,60,3,63
,G 2262 HL,MOTOR,gedung_pusat,pertama,11:08,12:10,60,2,62
,B 1093 UKJ,MOBIL,gedung_pusat,pertama,11:10,12:10,60,0,60
,K 4857 JA,MOTOR,gedung_pusat,pertama,11:12,12:10,0,58,58
,G 2331 WD,MOTOR,gedung_pusat,pertama,11:12,12:10,0,58,58
,K 6195 OV,MOTOR,gedung_pusat,pertama,11:14,12:10,0,56,56
,H 3794 WN,MOTOR,gedung_pusat,pertama,11:14,12:10,0,56,56
,G 3342 UJ,MOTOR,gedung_pusat,pertama,11:15,12:10,0,55,55
,B 1538 NEA,MOBIL,gedung_pusat,pertama,11:16,12:13,0,57,57
,K 6991 YZ,MOTOR,gedung_pusat,pertama,11:16,12:15,0,59,59
,H 5000 YM,MOTOR,gedung_pusat,pertama,11:16,12:15,0,59,59
,H 4823 AFE,MOTOR,gedung_pusat,pertama,11:16,12:15,0,59,59
,H 9128 PL,MOBIL,gedung_pusat,pertama,11:19,12:15,0,56,56
,K 4248 AGC,MOTOR,gedung_pusat,pertama,11:19,12:15,0,56,56
,H 5824 SQ,MOTOR,gedung_pusat,pertama,11:21,12:15,0,54,54
,H 1186 AAD,MOTOR,gedung_pusat,pertama,11:22,12:15,0,53,53
,H 3455 AHW,MOTOR,gedung_pusat,pertama,11:23,12:15,0,52,52
,H 2259 UV,MOTOR,gedung_pusat,pertama,11:23,12:15,0,52,52
,G 3383 QB,MOTOR,gedung_pusat,pertama,11:24,11:54,0,30,30
,K 4478 RQ,MOTOR,gedung_pusat,pertama,11:25,11:55,0,30,30
